Date,Treatment,mean_tmt_VWC,se_tmt_VWC
2/4/2022,Pit + Char,0,0.018645833
2/5/2022,Control,0,0.052882125
2/5/2022,Pit,0.082979167,0.01288699
2/5/2022,Pit + Char,0,0.018416667
2/6/2022,Control,0,0.054924019
2/6/2022,Pit,0.090552083,0.013468847
2/6/2022,Pit + Char,0,0.020395833
2/7/2022,Control,0,0.057128514
2/7/2022,Pit,0.1005625,0.01317222
2/7/2022,Pit + Char,0,0.021833333
2/8/2022,Control,0,0.058788303
2/8/2022,Pit,0.10903125,0.013207319
2/8/2022,Pit + Char,0.000854167,0.0216875
2/9/2022,Control,0,0.060257468
2/9/2022,Pit,0.114125,0.012723909
2/9/2022,Pit + Char,0.011479167,0.017479167
2/10/2022,Control,0,0.061196529
2/10/2022,Pit,0.1151875,0.012704286
2/10/2022,Pit + Char,0.018166667,0.013333333
2/11/2022,Control,0,0.061447208
2/11/2022,Pit,0.113885417,0.012896168
2/11/2022,Pit + Char,0.018020833,0.013479167
2/12/2022,Control,0,0.061942391
2/12/2022,Pit,0.112895833,0.014117711
2/12/2022,Pit + Char,0.012395833,0.013895833
2/13/2022,Control,0,0.061548442
2/13/2022,Pit,0.111614583,0.014762583
2/13/2022,Pit + Char,0.0091875,0.014270833
2/14/2022,Control,0,0.061042689
2/14/2022,Pit,0.11059375,0.01555253
2/14/2022,Pit + Char,0.007708333,0.013958333
2/15/2022,Control,0,0.060710667
2/15/2022,Pit,0.106229167,0.014789833
2/15/2022,Pit + Char,0.004458333,0.014166667
2/16/2022,Control,0,0.059901508
2/16/2022,Pit,0.101645833,0.014496732
2/16/2022,Pit + Char,0,0.0135
2/17/2022,Control,0,0.058323762
2/17/2022,Pit,0.09859375,0.014825464
2/17/2022,Pit + Char,0,0.013041667
2/18/2022,Control,0,0.058840211
2/18/2022,Pit,0.098166667,0.014738814
2/18/2022,Pit + Char,0,0.013166667
2/19/2022,Control,0,0.058639145
2/19/2022,Pit,0.097302083,0.014885242
2/19/2022,Pit + Char,0,0.013395833
2/20/2022,Control,0,0.058318655
2/20/2022,Pit,0.096239583,0.015192328
2/20/2022,Pit + Char,0,0.013166667
2/21/2022,Control,0,0.051544124
2/21/2022,Pit,0.092989583,0.015955172
2/21/2022,Pit + Char,0,0.011270833
2/22/2022,Control,0,0.026519966
2/22/2022,Pit,0.089489583,0.015194318
2/22/2022,Pit + Char,0.006770833,0.0010625
2/23/2022,Control,0.054904762,0.00904764
2/23/2022,Pit,0.09477381,0.012768335
2/23/2022,Pit + Char,0.01997619,0.005309524
2/24/2022,Control,0.11915625,0.015688384
2/24/2022,Pit,0.112125,0.005230149
2/24/2022,Pit + Char,0.038854167,0.013270833
2/25/2022,Control,0.113114583,0.01673967
2/25/2022,Pit,0.120708333,0.007520708
2/25/2022,Pit + Char,0.040333333,0.002625
2/26/2022,Control,0.087520833,0.015155468
2/26/2022,Pit,0.114822917,0.011760737
2/26/2022,Pit + Char,0.028416667,0.012166667
2/27/2022,Control,0.069739583,0.013274876
2/27/2022,Pit,0.10765625,0.016020977
2/27/2022,Pit + Char,0.017854167,0.0203125
2/28/2022,Control,0.075520833,0.012772363
2/28/2022,Pit,0.110833333,0.015952811
2/28/2022,Pit + Char,0.029125,0.016625
3/1/2022,Control,0.074604167,0.012352422
3/1/2022,Pit,0.111135417,0.01649182
3/1/2022,Pit + Char,0.029979167,0.017104167
3/2/2022,Control,0.072645833,0.012490025
3/2/2022,Pit,0.1106875,0.016822651
3/2/2022,Pit + Char,0.028583333,0.018958333
3/3/2022,Control,0.067791667,0.012569886
3/3/2022,Pit,0.10875,0.018087853
3/3/2022,Pit + Char,0.023416667,0.021625
3/4/2022,Control,0.061541667,0.012709984
3/4/2022,Pit,0.106395833,0.017814847
3/4/2022,Pit + Char,0.0173125,0.022729167
3/5/2022,Control,0.059895833,0.011708179
3/5/2022,Pit,0.10784375,0.015498594
3/5/2022,Pit + Char,0.020479167,0.018520833
3/6/2022,Control,0.068520833,0.011156563
3/6/2022,Pit,0.10871875,0.014381655
3/6/2022,Pit + Char,0.028916667,0.015333333
3/7/2022,Control,0.063520833,0.011072239
3/7/2022,Pit,0.106677083,0.015438211
3/7/2022,Pit + Char,0.024625,0.016958333
3/8/2022,Control,0.049708333,0.011010609
3/8/2022,Pit,0.103958333,0.016515223
3/8/2022,Pit + Char,0.011520833,0.0251875
3/9/2022,Control,0.054677083,0.011369802
3/9/2022,Pit,0.105364583,0.015375596
3/9/2022,Pit + Char,0.0169375,0.0215625
3/10/2022,Control,0.051052083,0.011732335
3/10/2022,Pit,0.10340625,0.016232669
3/10/2022,Pit + Char,0.014645833,0.0218125
3/11/2022,Control,0.039947917,0.012119288
3/11/2022,Pit,0.100385417,0.017762404
3/11/2022,Pit + Char,0.001770833,0.026895833
3/12/2022,Control,0.04396875,0.01248277
3/12/2022,Pit,0.101395833,0.01642165
3/12/2022,Pit + Char,0.005645833,0.025645833
3/13/2022,Control,0.051770833,0.012601102
3/13/2022,Pit,0.11553125,0.009315977
3/13/2022,Pit + Char,0.034083333,0.011041667
3/14/2022,Control,0.070802083,0.013086787
3/14/2022,Pit,0.148708333,0.019132223
3/14/2022,Pit + Char,0.104229167,0.018520833
3/15/2022,Control,0.07,0.013458022
3/15/2022,Pit,0.148666667,0.019087897
3/15/2022,Pit + Char,0.1046875,0.017104167
3/16/2022,Control,0.065854167,0.013993411
3/16/2022,Pit,0.146447917,0.019281505
3/16/2022,Pit + Char,0.102208333,0.016708333
3/17/2022,Control,0.063364583,0.014353782
3/17/2022,Pit,0.145104167,0.019226255
3/17/2022,Pit + Char,0.100270833,0.015979167
3/18/2022,Control,0.061072917,0.014686021
3/18/2022,Pit,0.143927083,0.019227879
3/18/2022,Pit + Char,0.09825,0.015458333
3/19/2022,Control,0.057666667,0.014948532
3/19/2022,Pit,0.141770833,0.019281694
3/19/2022,Pit + Char,0.095125,0.015166667
3/20/2022,Control,0.055708333,0.01494468
3/20/2022,Pit,0.139020833,0.018597236
3/20/2022,Pit + Char,0.091520833,0.013854167
3/21/2022,Control,0.064552083,0.010650261
3/21/2022,Pit,0.134604167,0.015849266
3/21/2022,Pit + Char,0.093375,0.016625
3/22/2022,Control,0.069270833,0.011660793
3/22/2022,Pit,0.1355625,0.015847422
3/22/2022,Pit + Char,0.093270833,0.016895833
3/23/2022,Control,0.067645833,0.013070372
3/23/2022,Pit,0.1361875,0.01675958
3/23/2022,Pit + Char,0.092895833,0.0156875
3/24/2022,Control,0.066791667,0.013955877
3/24/2022,Pit,0.137135417,0.017286097
3/24/2022,Pit + Char,0.0930625,0.014729167
3/25/2022,Control,0.065427083,0.014909191
3/25/2022,Pit,0.1380625,0.017672312
3/25/2022,Pit + Char,0.0928125,0.013854167
3/26/2022,Control,0.062354167,0.015776749
3/26/2022,Pit,0.138260417,0.017941894
3/26/2022,Pit + Char,0.091208333,0.013041667
3/27/2022,Control,0.058104167,0.016609664
3/27/2022,Pit,0.13725,0.017846787
3/27/2022,Pit + Char,0.08825,0.012291667
3/28/2022,Control,0.0520625,0.017257492
3/28/2022,Pit,0.134875,0.017849543
3/28/2022,Pit + Char,0.083729167,0.0120625
3/29/2022,Control,0.05396875,0.014941159
3/29/2022,Pit,0.129302083,0.016918748
3/29/2022,Pit + Char,0.081854167,0.0129375
3/30/2022,Control,0.14309375,0.015746117
3/30/2022,Pit,0.144947917,0.01794066
3/30/2022,Pit + Char,0.100875,0.023541667
3/31/2022,Control,0.126447917,0.010898301
3/31/2022,Pit,0.151197917,0.019927221
3/31/2022,Pit + Char,0.108979167,0.025645833
4/1/2022,Control,0.113177083,0.008585581
4/1/2022,Pit,0.152479167,0.019689903
4/1/2022,Pit + Char,0.110791667,0.025375
4/2/2022,Control,0.10271875,0.007839211
4/2/2022,Pit,0.152875,0.019803863
4/2/2022,Pit + Char,0.110791667,0.024541667
4/3/2022,Control,0.092947917,0.007862688
4/3/2022,Pit,0.151822917,0.020034485
4/3/2022,Pit + Char,0.1089375,0.0233125
4/4/2022,Control,0.087375,0.008329218
4/4/2022,Pit,0.150864583,0.019717767
4/4/2022,Pit + Char,0.107145833,0.021770833
4/5/2022,Control,0.080302083,0.009117123
4/5/2022,Pit,0.149864583,0.019567439
4/5/2022,Pit + Char,0.104020833,0.019770833
4/6/2022,Control,0.072177083,0.010388857
4/6/2022,Pit,0.14703125,0.02054843
4/6/2022,Pit + Char,0.1,0.01925
4/7/2022,Control,0.068458333,0.010886794
4/7/2022,Pit,0.144583333,0.020540526
4/7/2022,Pit + Char,0.09675,0.0185
4/8/2022,Control,0.065677083,0.011279262
4/8/2022,Pit,0.142541667,0.01957029
4/8/2022,Pit + Char,0.093666667,0.017166667
4/9/2022,Control,0.0611875,0.011893693
4/9/2022,Pit,0.1396875,0.018823963
4/9/2022,Pit + Char,0.089166667,0.01625
4/10/2022,Control,0.052416667,0.013193297
4/10/2022,Pit,0.13440625,0.019522737
4/10/2022,Pit + Char,0.083854167,0.016229167
4/11/2022,Control,0.049729167,0.013341496
4/11/2022,Pit,0.131958333,0.018373559
4/11/2022,Pit + Char,0.080375,0.015125
4/12/2022,Control,0.099677083,0.007477191
4/12/2022,Pit,0.149947917,0.021406547
4/12/2022,Pit + Char,0.099208333,0.034291667
4/13/2022,Control,0.126666667,0.015712873
4/13/2022,Pit,0.175822917,0.027566037
4/13/2022,Pit + Char,0.128125,0.055875
4/14/2022,Control,0.112989583,0.010571302
4/14/2022,Pit,0.170208333,0.02578903
4/14/2022,Pit + Char,0.1251875,0.050854167
4/15/2022,Control,0.102666667,0.00766595
4/15/2022,Pit,0.16659375,0.024289477
4/15/2022,Pit + Char,0.1225,0.045166667
4/16/2022,Control,0.09384375,0.006525333
4/16/2022,Pit,0.164020833,0.023606183
4/16/2022,Pit + Char,0.118875,0.040958333
4/17/2022,Control,0.0873125,0.006218357
4/17/2022,Pit,0.1608125,0.023122213
4/17/2022,Pit + Char,0.115625,0.037333333
4/18/2022,Control,0.0818125,0.006719722
4/18/2022,Pit,0.158427083,0.022632016
4/18/2022,Pit + Char,0.111833333,0.033625
4/19/2022,Control,0.075135417,0.007587403
4/19/2022,Pit,0.15446875,0.022718565
4/19/2022,Pit + Char,0.1063125,0.030020833
4/20/2022,Control,0.069583333,0.008614947
4/20/2022,Pit,0.149885417,0.022671781
4/20/2022,Pit + Char,0.102041667,0.0275
4/21/2022,Control,0.065104167,0.009444917
4/21/2022,Pit,0.14696875,0.021815066
4/21/2022,Pit + Char,0.097229167,0.025854167
4/22/2022,Control,0.083989583,0.006532978
4/22/2022,Pit,0.145885417,0.02110479
4/22/2022,Pit + Char,0.1034375,0.031104167
4/23/2022,Control,0.150145833,0.026615149
4/23/2022,Pit,0.16696875,0.029467228
4/23/2022,Pit + Char,0.173229167,0.0380625
4/24/2022,Control,0.122864583,0.017013937
4/24/2022,Pit,0.158916667,0.026723339
4/24/2022,Pit + Char,0.160479167,0.033479167
4/25/2022,Control,0.11003125,0.012142901
4/25/2022,Pit,0.15578125,0.025108471
4/25/2022,Pit + Char,0.152479167,0.030854167
4/26/2022,Control,0.09896875,0.008562228
4/26/2022,Pit,0.153614583,0.024650252
4/26/2022,Pit + Char,0.1453125,0.0284375
4/27/2022,Control,0.089510417,0.00576353
4/27/2022,Pit,0.151541667,0.023724225
4/27/2022,Pit + Char,0.1381875,0.0253125
4/28/2022,Control,0.081892857,0.005250648
4/28/2022,Pit,0.147839286,0.02459385
4/28/2022,Pit + Char,0.132071429,0.024071429
